id,title,date,labels,type
3229,بیانات در دیدار جمعی از کارگران و معلمان,1383/02/12,تروریسم دولتی؛ بیداری اسلامی؛ افکار عمومی؛ حضور مردم در صحنه؛ نصرت الهی؛ توهم توطئه؛ حقوق بشر؛ نقاط ضعف جمهوری اسلامی؛ افول آمریکا؛ مقاومت ملت ایران؛ بیداری ملت‌ها؛ کرامت انسان؛ هنر معلمی؛ اقتدار معنوی؛ سیاست‌های خاورمیانه‌ای آمریکا؛ ,baianat
45930,شرح حدیث در ابتدای جلسه درس خارج فقه,1383/01/30,,baianat
3228,بیانات در دیدار اقشار مختلف مردم‌,1383/01/26,اختلاف‌افکنی؛ مردمسالاری دینی؛ وحدت کلمه؛ تروریسم دولتی؛ افکار عمومی؛ دموکراسی غربی؛ احساس مسئولیت؛ حقوق بشر؛ شکست سیاستهای امریکا؛ ,baianat
3227,بیانات در دیدار زائرین و مجاورین حرم مطهر رضوی,1383/01/02,آزاداندیشی؛ اختلاف‌افکنی؛ اصلاح‌طلبی؛ تهاجم فرهنگی؛ حیات طیبه؛ دشمن‌شناسی؛ اقتدار ملی؛ تولید علم؛ عزت ملی؛ وعده‌های الهی؛ حضور مردم در صحنه؛ احساس مسئولیت؛ نقاط ضعف جمهوری اسلامی؛ ثبات سیاسی؛ ,baianat
3331,بیانات در دیدار استانداران سراسر کشور‌‌,1384/12/08,اختلاف‌افکنی؛ سند چشم انداز ۱۴۰۴؛ اقتدار علمی؛ بیداری اسلامی؛ حرکت علمی ایران؛ پیشرفت علمی ایران؛ اقتدار نظامی؛ نهضت خدمت‌رسانی؛ احساس مسئولیت؛ اقتدار اقتصادی؛ کرامت انسان؛ امنیت ملّی؛ سیاست‌های خاورمیانه‌ای آمریکا؛ وحدت شیعه و سنی؛ سازش با آمریکا؛ ,baianat
3330,بیانات در دیدار پرسنل نیروی هوایی,1384/11/18,اختلاف‌افکنی؛ نوآوری و شکوفایی؛ اقتدار ملی؛ نظام سلطه؛ اقتدار علمی؛ عزت ملی؛ بیداری اسلامی؛ خودکفایی؛ لیبرال دموکراسی؛ عزم ملی؛ یأس مسلمین؛ مقاومت ملت ایران؛ کرامت انسان؛ اقتدار درون‌زا؛ هسته‌ای بهانه است؛ دیدار نیروی هوایی ارتش به مناسبت ۱۹ بهمن؛ ,baianat
3329,‌‌بیانات در دیدار روحانیان و مبلغان در آستانه‌ی ماه محرم‌,1384/11/05,هویت اسلامی؛ جهاد سیاسی؛ تبلیغ صحیح؛ ابعاد حرکت حسینی؛ ,baianat
3328,بیانات‌ در دیدار اساتید و دانشجویان دانشگاه امام صادق (علیه‌السّلام)‌‌,1384/10/29,جنبش نرم افزاری؛ تحول ‌و ارتقاء‌ علوم‌ انسانی؛ مهندسی فرهنگی؛ استعمار نو؛ اقتدار علمی؛ تولید علم؛ مرجعیت علمی؛ اسلام ناب محمدی؛ حرکت علمی ایران؛ لیبرال دموکراسی؛ روشنفکری؛ دانشگاه اسلامی؛ پیشرفت علمی ایران؛ دموکراسی غربی؛ اقتدار اقتصادی؛ جوان مؤمن انقلابی؛ ,baianat
3327,بیانات در مراسم تشییع پیکرهای فرماندهان سپاه‌‌‌‌,1384/10/21,شهید احمد کاظمی؛ حضور آیت الله خامنه‌ای در مراسم تشییع؛ ,baianat
3326,بیانات‌ در دیدار مردم قم‌‌‌ در سالروز قیام نوزده دی,1384/10/19,اتحاد ملی و انسجام اسلامی؛ وحدت کلمه؛ استعمار فرانو؛ تحریم اقتصادی؛ خط امام؛ لیبرال دموکراسی؛ روشنفکری؛ محاصره اقتصادی؛ دموکراسی غربی؛ نظام سرمایه‌داری غرب؛ ارزش‌های انقلاب اسلامی؛ حقوق بشر؛ کرامت انسان؛ سیاست‌های خاورمیانه‌ای آمریکا؛ دیدار مردم قم به‌مناسبت نوزدهم دی؛ اصول انقلاب اسلامی؛ ,baianat
3325,بیانات در دیدار کشاورزان‌‌,1384/10/14,سند چشم انداز ۱۴۰۴؛ نوآوری و شکوفایی؛ خودکفایی؛ جهاد اقتصادی؛ استقلال اقتصادی؛ اتقان کاری؛ افزایش جمعیت؛ ظرفیت درون‌زا؛ شعار ما میتوانیم؛ ,baianat
3324,بیانات در دیدار اعضای شورای عالی انقلاب فرهنگی,1384/10/13,رویشها و ریزشهای انقلاب اسلامی؛ سند چشم انداز ۱۴۰۴؛ تحول ‌و ارتقاء‌ علوم‌ انسانی؛ مهندسی فرهنگی؛ نوآوری و شکوفایی؛ اقتدار علمی؛ تولید علم؛ آسیب‌شناسی‌ انقلاب‌ اسلامی؛ نخبه‌پروری؛ جهاد علمی؛ نظریه‌پردازی؛ پیشرفت علمی ایران؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ تحول بنیادین آموزش و پرورش؛ ,baianat
3323,بیانات‌ در مراسم مشترک دانشگاه‌‌های افسری ارتش‌,1384/09/30,اقتدار ملی؛ نظام سلطه؛ اقتدار علمی؛ اعتماد به خدا؛ هویت ملی؛ اقتدار نظامی؛ اقتدار اقتصادی؛ کرامت انسان؛ اقتدار درون‌زا؛ اقتدار معنوی؛ ,baianat
3322,بیانات در دیدار هزاران نفر از بسیجیان در سالروز شهادت حضرت امام صادق (ع),1384/09/07,دشمن‌شناسی؛ همت مضاعف و کار مضاعف؛ جامعه اسلامی؛ عزت ملی؛ اعتماد به خدا؛ دستاوردهای انقلاب اسلامی؛ پیشرفت علمی ایران؛ عزم ملی؛ حرکت جهادی؛ جهت‌گیری‌های انقلاب اسلامی؛ شعار ما میتوانیم؛ دیدار بسیجیان؛ ,baianat
3321,بیانات در دیدار فاتحان قله‌ی اورست,1384/08/30,آراستگی به فضائل اخلاقی؛ پیشرفت علمی ایران؛ ,baianat
3319,بیانات در دیدار کارگزاران نظام به مناسبت عید فطر,1384/08/13,مذاکره با آمریکا؛ بیداری اسلامی؛ حقوق بشر؛ ,baianat
3320,بیانات در خطبه‌‌های نماز عید سعید فطر,1384/08/13,اختلاف‌افکنی؛ نوآوری و شکوفایی؛ نظام سلطه؛ قانون‌‌گرایی؛ منافع ملی؛ هویت ملی؛ دموکراسی غربی؛ عزم ملی؛ حقوق بشر؛ راه حل مسئله فلسطین؛ مشارکت مردم؛ نماز عید فطر؛ ,baianat
3318,بیانات‌ در دیدار کارگزاران نظام,1384/08/08,آزاداندیشی؛ اختلاف‌افکنی؛ اعتماد به نفس ملی؛ دشمن‌شناسی؛ عدالت اجتماعی؛ اقتدار ملی؛ آراستگی به فضائل اخلاقی؛ نظام سلطه؛ اقتدار علمی؛ انضباط اجتماعی؛ قانون‌‌گرایی؛ وجدان کاری؛ منافع ملی؛ حرکت علمی ایران؛ گفتمان عدالت؛ توهم توطئه؛ ظرفیت درون‌زا؛ سیاست‌های خاورمیانه‌ای آمریکا؛ دیدار رمضانی کارگزاران نظام؛ ,baianat
3317,بیانات‌ در دیدار جانبازان و خانواده‌های ایشان‌,1384/08/04,احساس مسئولیت؛ ,baianat
3316,بیانات در خطبه‌‌های نماز جمعه‌ی تهران‌‌,1384/07/29,اختلاف‌افکنی؛ دشمن‌شناسی؛ آراستگی به فضائل اخلاقی؛ نظام سلطه؛ استکبارستیزی؛ نماز جمعه؛ تخریب اذهان؛ حرکت علمی ایران؛ انس با خدا؛ پیشرفت علمی ایران؛ دموکراسی غربی؛ وعده‌های الهی؛ حقوق بشر؛ مقاومت ملت ایران؛ شکستن مرزهای دانش؛ اقشار مختلف مردم؛ ,baianat
3315,بیانات در دیدار دانشجویان برگزیده و نمایندگان تشکل‌های دانشجویی,1384/07/24,عدالت و پیشرفت؛ عمق راهبردی جمهوری اسلامی؛ اقتدار ملی؛ نظام سلطه؛ گفتمان‌سازی؛ اقتدار علمی؛ حرکت علمی ایران؛ پیشرفت علمی ایران؛ اقتدار نظامی؛ زر زور تزویر؛ دیدار رمضانی دانشجویان؛ دیدار نخبگان و برگزیدگان علمی؛ ,baianat
3314,بیانات در دیدار اساتید دانشگاه‌,1384/07/21,دشمن‌شناسی؛ عدالت و پیشرفت؛ تولید علم؛ حرکت علمی ایران؛ پیشرفت علمی ایران؛ اصلی ـ فرعی کردن امور؛ انحصار علمی؛ دیدار رمضانی اساتید دانشگاه‌ها؛ ,baianat
3313,بیانات در دیدار اعضای هیأت دولت‌‌,1384/07/17,پوپولیسم؛ رانت‌خواری؛ شایسته‌سالاری؛ عوام و خواص؛ تدبر در قرآن؛ قانون‌‌گرایی؛ دشمن درونی.دشمن بیرونی؛ انس با قرآن؛ احساس مسئولیت؛ دولت اسلامی؛ میانه روی؛ اصول انقلاب اسلامی؛ ,baianat
3312,بیانات‌ در دیدار قاریان قرآن کریم‌,1384/07/14,تدبر در قرآن؛ بیداری اسلامی؛ انس با قرآن؛ محفل رمضانی انس با قرآن کریم؛ ,baianat
3311,بیانات‌ در مراسم دانش‌آموختگی دانشجویان دانشگاه امام علی(ع)‌,1384/07/06,اعتماد به نفس ملی؛ نوآوری و شکوفایی؛ اقتدار ملی؛ اقتدار علمی؛ عزت ملی؛ اعتماد به خدا؛ هویت ملی؛ اقتدار نظامی؛ کرامت ملت‌ها؛ اقتدار درون‌زا؛ ,baianat
3310,‌بیانات‌ در دیدار دانشجویان و نخبگان سراسر کشور,1384/07/03,سند چشم انداز ۱۴۰۴؛ پیشرفت علمی ایران؛ شعار ما میتوانیم؛ دیدار نخبگان و برگزیدگان علمی؛ ,baianat
3309,‌‌بیانات در دیدار جمعی از پیشکسوتان جهاد و شهادت و خاطره‌‌گویان دفتر ادبیات و هنر مقاومت‌,1384/06/31,نوآوری و شکوفایی؛ تحریم اقتصادی؛ عزت ملی؛ کالای داخلی؛ پیشرفت علمی ایران؛ محاصره اقتصادی؛ دستاوردهای ملت ایران؛ هنر انقلابی؛ مقاومت ملت ایران؛ ظرفیت درون‌زا؛ استعداد ایرانی؛ شعار ما میتوانیم؛ غیرت ملی؛ مراسم شب خاطره دفاع مقدس؛ ,baianat
3308,‌‌بیانات‌ در دیدار اقشار مختلف مردم به ‌مناسبت نیمه‌‌ی شعبان,1384/06/29,دشمن‌شناسی؛ اقتدار ملی؛ اقتدار علمی؛ افکار عمومی؛ حرکت علمی ایران؛ پیشرفت علمی ایران؛ یأس مسلمین؛ نقاط قوت جمهوری اسلامی؛ کرامت انسان؛ اقتدار درون‌زا؛ مصالح ملّی؛ جوان مؤمن انقلابی؛ ,baianat
3307,بیانات در دیدار برگزارکنندگان کنگره‌‌ی بزرگداشت ابوالفتوح رازی,1384/06/21,,baianat
3306,بیانات در دیدار اعضای مجلس خبرگان رهبری,1384/06/17,اختلاف‌افکنی؛ عدالت اجتماعی؛ وحدت کلمه؛ بصیرت؛ خط امام؛ جدایی دین از سیاست؛ جهاد فرهنگی؛ اتقان کاری؛ پیشرفت علمی ایران؛ نهضت خدمت‌رسانی؛ دست قدرت الهی؛ دیدار اعضای مجلس خبرگان رهبری؛ اصول انقلاب اسلامی؛ ,baianat
3305,بیانات‌ در دیدار کارگزاران نظام,1384/06/11,آزاداندیشی؛ دشمن‌شناسی؛ وحدت کلمه؛ آراستگی به فضائل اخلاقی؛ اسلام‌هراسی؛ استکبارستیزی؛ صهیونیسم بین‌‏الملل؛ بیداری اسلامی؛ منافع ملی؛ هویت ملی؛ هویت اسلامی؛ لیبرال دموکراسی؛ دموکراسی غربی؛ نظام سرمایه‌داری غرب؛ جریان تکفیری؛ ,baianat
3304,بیانات در دیدار رئیس‌جمهور و اعضای هیأت دولت,1384/06/08,آزاداندیشی؛ اختلاف‌افکنی؛ عدالت اجتماعی؛ نظام سلطه؛ گفتمان‌سازی؛ استکبارستیزی؛ اشرافی‌گری مسئولان؛ تدبر در قرآن؛ تولید علم؛ عزت ملی؛ دشمن درونی.دشمن بیرونی؛ اسلام آمریکایی؛ آسیب‌شناسی‌ انقلاب‌ اسلامی؛ جنبش عدالتخواهی؛ جدایی دین از سیاست؛ سلطه‌پذیری؛ انس با خدا؛ پیشرفت علمی ایران؛ گفتمان عدالت؛ نهضت خدمت‌رسانی؛ نظام سرمایه‌داری غرب؛ ارزش‌های انقلاب اسلامی؛ آزادی اندیشه؛ اختلال دستگاه محاسباتی؛ دولت اسلامی؛ منطق مستحکم انقلاب اسلامی؛ فرآیند انقلاب اسلامی؛ اشتباه محاسباتی دشمن؛ تحول‌گرایی؛ ,baianat
3303,بیانات در مراسم صبحگاه رده‌های مختلف نیروی مقاومت بسیج‌,1384/06/02,آرمانخواهی؛ استحاله؛ آراستگی به فضائل اخلاقی؛ اهداف نظام جمهوری اسلامی؛ عزت ملی؛ هویت ملی؛ عزت امت اسلامی؛ جهاد فرهنگی؛ انس با خدا؛ پیشرفت علمی ایران؛ حضور مردم در صحنه؛ شکست سیاستهای امریکا؛ مقاومت اسلامی؛ مقاومت ملت ایران؛ تفکر بسیجی؛ مردمی بودن مسئولان؛ دیدار بسیجیان؛ ,baianat
3302,بیانات در خطبه‌های نمازجمعه‌,1384/05/28,آرمانخواهی؛ تقوای سیاسی؛ رویشها و ریزشهای انقلاب اسلامی؛ مردمسالاری دینی؛ مفاسد اقتصادی؛ اقتدار ملی؛ آراستگی به فضائل اخلاقی؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ عزت ملی؛ نماز جمعه؛ دستاوردهای انقلاب اسلامی؛ تمدن اسلامی؛ پیشرفت علمی ایران؛ وعده‌های الهی؛ اقتصاد بدون نفت؛ تمدن‌سازی نوین اسلامی؛ راه حل مسئله فلسطین؛ مقاومت اسلامی؛ آبروی ملی؛ دولت اسلامی؛ فرآیند انقلاب اسلامی؛ مصالح ملّی؛ عظمت ملت ایران؛ اقشار مختلف مردم؛ ,baianat
3301,بیانات در دیدار اعضای همایش مرحوم حاج آقا نورالله اصفهانی,1384/05/15,نظام سلطه؛ روشنفکری؛ مقاومت ملت ایران؛ نفوذ دشمن؛ ,baianat
3300,بیانات در مراسم تنفیذ حکم ریاست‌جمهوری,1384/05/12,آرمانخواهی؛ رانت‌خواری؛ سند چشم انداز ۱۴۰۴؛ عدالت اجتماعی؛ مذاکره با آمریکا؛ مردمسالاری دینی؛ اقتدار ملی؛ بصیرت؛ اهداف نظام جمهوری اسلامی؛ صهیونیسم بین‌‏الملل؛ منافع ملی؛ دستاوردهای انقلاب اسلامی؛ لیبرال دموکراسی؛ دموکراسی غربی؛ حضور مردم در صحنه؛ نهضت خدمت‌رسانی؛ احساس مسئولیت؛ مقاومت ملت ایران؛ لحظه‌شناسی؛ تنفیذ؛ ظرفیت درون‌زا؛ ,baianat
3299,بیانات در آخرین دیدار رئیس‌جمهور و اعضای هیأت دولت هشتم,1384/05/10,اعتماد به نفس ملی؛ مردمسالاری دینی؛ دستاوردهای انقلاب اسلامی؛ خودکفایی؛ تجربه ملت ایران؛ جدایی دین از سیاست؛ پیشرفت علمی ایران؛ حضور مردم در صحنه؛ احساس مسئولیت؛ یأس دشمن؛ ,baianat
3298,بیانات در دیدار جمعی از مداحان,1384/05/05,الگوی غربی زن؛ حقوق زن؛ زن مسلمان ایرانی؛ بحران غرب؛ اخلاق اجتماعی؛ هنر مداحی؛ ,baianat
3297,بیانات در دیدار مسئولان دستگاه قضایی,1384/04/07,آرمانخواهی؛ تهاجم فرهنگی؛ رویشها و ریزشهای انقلاب اسلامی؛ نوآوری و شکوفایی؛ فتنه‌سازی؛ عزت ملی؛ قانون‌‌گرایی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ حضور مردم در صحنه؛ اقتدار قضایی؛ اختلال دستگاه محاسباتی؛ نفوذ دشمن؛ استقلال ملی؛ ,baianat
17909,مصاحبه با خبرنگار صدا و سیما پس از شرکت در مرحله‌ی دوم انتخابات ریاست جمهوری,1384/04/03,عزت ملی؛ حضور مردم در صحنه؛ آرامش سیاسی؛ مشارکت مردم؛ ,baianat
8868,مصاحبه با خبرنگار صدا و سیما پس از شرکت در انتخابات ریاست جمهوری,1384/03/27,مردمسالاری دینی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ لیبرال دموکراسی؛ مشارکت مردم؛ ,baianat
3296,بیانات‌ در دیدار اقشار مختلف مردم‌,1384/03/25,اخلاق انتخاباتی؛ مردمسالاری دینی؛ مفاسد اقتصادی؛ الگوی اسلامی زن؛ عزت ملی؛ منافع ملی؛ دستاوردهای انقلاب اسلامی؛ هویت ملی؛ هویت اسلامی؛ لیبرال دموکراسی؛ زن مسلمان ایرانی؛ دموکراسی غربی؛ حضور مردم در صحنه؛ عزم ملی؛ اخلاق اجتماعی؛ نامزد اصلح؛ لحظه‌شناسی؛ مشارکت مردم؛ امنیت ملّی؛ ,baianat
3295,بیانات در مراسم شانزدهمین سالگرد رحلت امام خمینی (رحمه‌الله),1384/03/14,آباد کردن دنیا؛ اختلاف‌افکنی؛ اخلاق انتخاباتی؛ اصولگرایی؛ حیات طیبه؛ عدالت و پیشرفت؛ مردمسالاری دینی؛ مفاسد اقتصادی؛ نوآوری و شکوفایی؛ عزت ملی؛ بیداری اسلامی؛ افکار عمومی؛ خط امام؛ جدایی دین از سیاست؛ لیبرال دموکراسی؛ مکتب امام خمینی؛ پیشرفت علمی ایران؛ دموکراسی غربی؛ حقوق بشر؛ اخلاق اجتماعی؛ نامزد اصلح؛ بیداری ملت‌ها؛ کرامت انسان؛ دست قدرت الهی؛ رحلت امام خمینی؛ مراسم سالگرد رحلت امام خمینی؛ سیاست‌های خاورمیانه‌ای آمریکا؛ حرم امام خمینی؛ راه ملت ایران؛ اقشار مختلف مردم؛ وحدت شیعه و سنی؛ ,baianat
3294,بیانات‌ در دیدار اعضای ستاد برگزاری مراسم سالگرد ارتحال امام خمینی(ره),1384/03/10,اصولگرایی؛ مکتب سیاسی اسلام؛ خط امام؛ جدایی دین از سیاست؛ پیشرفت علمی ایران؛ نصرت الهی؛ احساس مسئولیت؛ اختلال دستگاه محاسباتی؛ دست قدرت الهی؛ رحلت امام خمینی؛ غیرت ملی؛ ستاد برگزاری مراسم سالگرد ارتحال امام خمینی(ره)؛ تحول‌گرایی؛ ,baianat
3293,بیانات در دیدار نمایندگان مجلس,1384/03/08,اصل ۴۴ قانون اساسی؛ اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ تقوای سیاسی؛ عدالت اجتماعی؛ وحدت کلمه؛ بصیرت؛ امر به معروف و نهی از منکر؛ دشمن درونی.دشمن بیرونی؛ خط امام؛ احساس مسئولیت؛ استحکام ساخت درونی؛ هیبت جمهوری اسلامی؛ نگاه کلان؛ اصول انقلاب اسلامی؛ دیدار اعضای مجلس شورای اسلامی؛ ,baianat
3292,بیانات در دیدار جمعی از دانشجویان بسیجی,1384/03/05,آزاداندیشی؛ جنبش نرم افزاری؛ تولید علم؛ منافع ملی؛ جنبش عدالتخواهی؛ روشنفکری؛ پیشرفت علمی ایران؛ حضور مردم در صحنه؛ نهضت خدمت‌رسانی؛ مشارکت مردم؛ تعمیق فکر؛ جوان مؤمن انقلابی؛ تفکر بسیجی؛ نفوذ دشمن؛ غیرت ملی؛ تفکر انقلابی؛ بسیج دانشجویی؛ دیدار بسیجیان؛ ,baianat
3291,بیانات در دیدار جمعی از ایثارگران و خانواده‌های شهدا,1384/03/03,دشمن‌شناسی؛ عدالت و پیشرفت؛ نوآوری و شکوفایی؛ جامعه اسلامی؛ شاخص انقلاب اسلامی؛ دستاوردهای انقلاب اسلامی؛ لیبرال دموکراسی؛ پیشرفت علمی ایران؛ دستاوردهای ملت ایران؛ حضور مردم در صحنه؛ حقوق بشر؛ اخلاق اجتماعی؛ نامزد اصلح؛ نقاط قوت جمهوری اسلامی؛ آرامش سیاسی؛ مقاومت ملت ایران؛ التهاب سیاسی؛ اقتدار معنوی؛ ,baianat
3290,بیانات در دیدار جمعی از دانشجویان استان کرمان,1384/02/19,آرمانخواهی؛ آزاداندیشی؛ اپوزیسیون؛ اختلاف‌افکنی؛ اصولگرایی؛ اصلاح‌طلبی؛ حیات طیبه؛ رانت‌خواری؛ عدالت اجتماعی؛ عدالت و پیشرفت؛ مردمسالاری دینی؛ مفاسد اقتصادی؛ استعمار فرانو؛ استعمار نو؛ نخبگان خطاکار؛ اشرافی‌گری مسئولان؛ تولید علم؛ منافع ملی؛ جنبش عدالتخواهی؛ خودکفایی؛ ارتباط صنعت و دانشگاه؛ جدایی دین از سیاست؛ حرکت علمی ایران؛ روشنفکری؛ انس با خدا؛ پیشرفت علمی ایران؛ دموکراسی غربی؛ وعده‌های الهی؛ حاکمیت دوگانه؛ بحران غرب؛ نظام سرمایه‌داری غرب؛ حمایت از سرمایه ایرانی؛ افول آمریکا؛ مشارکت مردم؛ اقتدار درون‌زا؛ شعار ما میتوانیم؛ ارزشهای امریکایی؛ نگاه کلان؛ ,baianat
3288,‌بیانات در دیدار مردم شهرستان رفسنجان‌,1384/02/18,آرمانخواهی؛ اعتماد به نفس ملی؛ حیات طیبه؛ سند چشم انداز ۱۴۰۴؛ عدالت اجتماعی؛ عدالت و پیشرفت؛ وحدت کلمه؛ اقتدار ملی؛ استکبارستیزی؛ اهداف نظام جمهوری اسلامی؛ جامعه اسلامی؛ اتقان کاری؛ پیشرفت علمی ایران؛ نظام سرمایه‌داری غرب؛ عزم ملی؛ یأس دشمن؛ شعار مرگ بر آمریکا؛ ,baianat
3289,بیانات در دیدار کارکنان مجتمع مس سرچشمه,1384/02/18,حیات طیبه؛ نوآوری و شکوفایی؛ استکبارستیزی؛ تولید علم؛ حمایت از تولید ملی؛ حرکت علمی ایران؛ اتقان کاری؛ پیشرفت علمی ایران؛ وعده‌های الهی؛ عزم ملی؛ احساس مسئولیت؛ شعار مرگ بر آمریکا؛ ,baianat
3287,بیانات در دیدار مردم شهرستان جیرفت,1384/02/17,شایسته‌سالاری؛ عدالت اجتماعی؛ مفاسد اقتصادی؛ بصیرت؛ اهداف نظام جمهوری اسلامی؛ صراط مستقیم‌ انقلاب‌ اسلامی؛ روشنفکری؛ حضور مردم در صحنه؛ نامزد اصلح؛ حفظ نظام اسلامی؛ مشارکت مردم؛ ,baianat
3286,بیانات در مراسم مشترک یگان‌های نظامی استان کرمان‌,1384/02/15,تهاجم فرهنگی؛ افتخارات جمهوری اسلامی؛ امنیت اقتصادی؛ عزم ملی؛ امنیت اخلاقی؛ یأس دشمن؛ امنیت ملّی؛ نفوذ دشمن؛ ,baianat
3283,بیانات در دیدار مردم روستای داهوئیه‌,1384/02/14,,baianat
3284,بیانات‌ در دیدار مردم شهرستان زرند,1384/02/14,اهداف نظام جمهوری اسلامی؛ هویت ملی؛ حرکت علمی ایران؛ اتقان کاری؛ پیشرفت علمی ایران؛ فرهنگ کار؛ عزم ملی؛ شکست سیاستهای امریکا؛ مشارکت مردم؛ ظرفیت درون‌زا؛ راه ملت ایران؛ ,baianat
3285,‌بیانات در دیدار جمعی از نخبگان استان کرمان,1384/02/14,اعتماد به نفس ملی؛ جنبش نرم افزاری؛ تولید علم؛ مرجعیت علمی؛ دستاوردهای انقلاب اسلامی؛ نخبه‌پروری؛ حرکت علمی ایران؛ پیشرفت علمی ایران؛ دیدار نخبگان و برگزیدگان علمی؛ ,baianat
3282,بیانات در دیدار مردم بم,1384/02/13,رانت‌خواری؛ عدالت و پیشرفت؛ عزم ملی؛ ,baianat
29595,بیانات در دیدار مسئولان بازسازى شهرستان بم‌,1384/02/13,,baianat
3280,بیانات در دیدار جمعی از ایثارگران و خانواده‌های شهدای استان کرمان,1384/02/12,استعمار فرانو؛ بصیرت؛ خودی و غیرخودی؛ هویت ملی؛ جهاد فرهنگی؛ جهاد سیاسی؛ پیشرفت علمی ایران؛ وعده‌های الهی؛ نصرت الهی؛ سکینه الهی؛ فتح الفتوح انقلاب اسلامی؛ نفوذ دشمن؛ افتخارات ملی؛ ,baianat
3281,بیانات در دیدار جمعی از معلمان استان کرمان,1384/02/12,اعتماد به نفس ملی؛ سند چشم انداز ۱۴۰۴؛ انضباط اجتماعی؛ احساس مسئولیت؛ هنر معلمی؛ تحول‌گرایی؛ ,baianat
3278,بیانات در دیدار مردم کرمان‌,1384/02/11,الگوی پیشرفت اسلامی ایرانی؛ دشمن‌شناسی؛ سند چشم انداز ۱۴۰۴؛ عدالت اجتماعی؛ عدالت و پیشرفت؛ مردمسالاری دینی؛ بصیرت؛ نظام سلطه؛ حمایت از تولید ملی؛ منافع ملی؛ دستاوردهای انقلاب اسلامی؛ هویت اسلامی؛ تجربه ملت ایران؛ شجاعت علمی؛ لیبرال دموکراسی؛ پیشرفت علمی ایران؛ دستاوردهای ملت ایران؛ حضور مردم در صحنه؛ نهضت خدمت‌رسانی؛ عزم ملی؛ حقوق بشر؛ مشارکت مردم؛ استعداد ایرانی؛ استقلال فکری؛ بیداری ملت ایران؛ ,baianat
3279,بیانات‌ در دیدار جمعی از روحانیون استان کرمان‌,1384/02/11,اتحاد ملی و انسجام اسلامی؛ دشمن‌شناسی؛ نوآوری و شکوفایی؛ اقتدار ملی؛ بصیرت؛ خودی و غیرخودی؛ اقتدار علمی؛ تولید علم؛ آسیب‌شناسی‌ انقلاب‌ اسلامی؛ هویت اسلامی؛ اسلام منهای روحانیت؛ نقاط ضعف جمهوری اسلامی؛ حفظ نظام اسلامی؛ اقتدار درون‌زا؛ اقتدار معنوی؛ ,baianat
3277,بیانات در دیدار کارگزاران نظام,1384/02/06,اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ دشمن‌شناسی؛ اقتدار ملی؛ نظام سلطه؛ صهیونیسم بین‌‏الملل؛ بیداری اسلامی؛ اعتماد به خدا؛ اسلام‌ستیزی؛ وعده‌های الهی؛ سرنوشت امت اسلامی؛ نصرت الهی؛ حقوق بشر؛ آبروی ملی؛ دولت اسلامی؛ ,baianat
3276,بیانات‌ در دیدار جمعی از مخترعان جوان,1384/01/30,هویت ملی؛ پیشرفت علمی ایران؛ دستاوردهای ملت ایران؛ استقلال علمی؛ شکستن مرزهای دانش؛ امنیت ملّی؛ شعار ما میتوانیم؛ ,baianat
3275,بیانات در دیدار رئیس بانک توسعه اسلامی,1384/01/17,تبلیغ صحیح؛ نصرت الهی؛ اقتدار اقتصادی؛ سیاست‌های خاورمیانه‌ای آمریکا؛ ,baianat
3274,بیانات در دیدار زائرین و مجاورین حرم مطهر رضوی,1384/01/01,آزاداندیشی؛ اپوزیسیون؛ اتحاد ملی و انسجام اسلامی؛ جنبش نرم افزاری؛ دشمن‌شناسی؛ سند چشم انداز ۱۴۰۴؛ مردمسالاری دینی؛ مفاسد اقتصادی؛ اقتدار ملی؛ نظام سلطه؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ تولید علم؛ عزت ملی؛ کالای داخلی؛ منافع ملی؛ دستاوردهای انقلاب اسلامی؛ جهاد علمی؛ جنبش عدالتخواهی؛ جهاد اقتصادی؛ حرکت علمی ایران؛ پیشرفت علمی ایران؛ حضور مردم در صحنه؛ نهضت خدمت‌رسانی؛ عزم ملی؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ حقوق بشر؛ یأس مسلمین؛ اختلال دستگاه محاسباتی؛ مقاومت ملت ایران؛ مشارکت مردم؛ پیشرفت هسته‌ای ایران؛ هسته‌ای بهانه است؛ نفوذ دشمن؛ ,baianat
3377,بیانات در دیدار مسئولان اقتصادی و دست‌‌اندرکاران اجرای اصل ۴۴ قانون اساسی,1385/11/30,اصل ۴۴ قانون اساسی؛ سند چشم انداز ۱۴۰۴؛ مفاسد اقتصادی؛ اقتصاد اسلامی؛ تحریم اقتصادی؛ مصرف‌‌گرایی؛ هویت ملی؛ جهاد اقتصادی؛ استقلال اقتصادی؛ الگوسازی؛ نظام سرمایه‌داری غرب؛ حمایت از سرمایه ایرانی؛ خصال ملّی؛ مشارکت مردم؛ ثروت ملی؛ ,baianat
